vanilla_next_embedding_mse,ratiss_p_sig,ratiss_betti_h1,ratiss_energy,ratiss_entropy_proxy,ratiss_prediction_drift,ratiss_cohesion_entropy,ratiss_frustration
0.02865900658071041,0.0,"[0, 0]",0.7744485307704028,1.2906932842806433,0.02865900907766415,1.3911400127805034,0.5004363001745201
